Series▲▼;Product Image;Description▲▼;Mounting▲▼;Resistance at 25 °C(Ω)▲▼;R25Tolerance(±%)▲▼;B25/85(K)▲▼;B25/85Tolerance(±%)▲▼;Operating Temperature Range(°C)▲▼;Image path
NTCLE400;Enlarge;NTC Thermistors, Epoxy PVC Long Leads Sensors;;100000;3;4190;1.5;-40 to +85;image/thermistors/ntc/29187.png
NTCLE413;Enlarge;NTC Thermistors, Mini Epoxy PVC Twin Insulated Leads;;4700;3;3984;0.5;-40 to +105;image/thermistors/ntc/29078.png
NTCLE413;Enlarge;NTC Thermistors, Mini Epoxy PVC Twin Insulated Leads;;5000;3;3984;0.5;-40 to +105;image/thermistors/ntc/29078.png
NTCLE413;Enlarge;NTC Thermistors, Mini Epoxy PVC Twin Insulated Leads;;10000;1;3435;1;-40 to +105;image/thermistors/ntc/29078.png
NTCLE413;Enlarge;NTC Thermistors, Mini Epoxy PVC Twin Insulated Leads;;10000;5;3435;1;-40 to +105;image/thermistors/ntc/29078.png
NTCLE413;Enlarge;NTC Thermistors, Mini Epoxy PVC Twin Insulated Leads;;10000;3;3984;0.5;-40 to +105;image/thermistors/ntc/29078.png
NTCLE413;Enlarge;NTC Thermistors, Mini Epoxy PVC Twin Insulated Leads;;47000;3;4090;1.5;-40 to +105;image/thermistors/ntc/29078.png
NTCLE413;Enlarge;NTC Thermistors, Mini Epoxy PVC Twin Insulated Leads;;100000;3;4190;1.5;-40 to +105;image/thermistors/ntc/29078.png
NTCLE428;Enlarge;NTC Thermistors, Mini Epoxy PVC Single Insulated Leads;;4700;3;3984;0.5;-40 to +105;image/thermistors/ntc/29186.png
NTCLE428;Enlarge;NTC Thermistors, Mini Epoxy PVC Single Insulated Leads;;5000;3;3984;0.5;-40 to +105;image/thermistors/ntc/29186.png
NTCLE428;Enlarge;NTC Thermistors, Mini Epoxy PVC Single Insulated Leads;;10000;1;3435;1;-40 to +105;image/thermistors/ntc/29186.png
NTCLE428;Enlarge;NTC Thermistors, Mini Epoxy PVC Single Insulated Leads;;10000;3;3984;0.5;-40 to +105;image/thermistors/ntc/29186.png
NTCLE428;Enlarge;NTC Thermistors, Mini Epoxy PVC Single Insulated Leads;;47000;3;4090;1.5;-40 to +105;image/thermistors/ntc/29186.png
NTCLG100E2;Enlarge;NTC Thermistors, Glass Encapsulated High Temperature Sensors;axial;10000;5;3977;1.3;-40 to +200;image/thermistors/ntc/29050.png
NTCLG100E2;Enlarge;NTC Thermistors, Glass Encapsulated High Temperature Sensors;axial;20000;5;3977;1.3;-40 to +200;image/thermistors/ntc/29050.png
NTCLG100E2;Enlarge;NTC Thermistors, Glass Encapsulated High Temperature Sensors;axial;30000;5;3977;1.3;-40 to +200;image/thermistors/ntc/29050.png
NTCLG100E2;Enlarge;NTC Thermistors, Glass Encapsulated High Temperature Sensors;axial;100000;5;3977;1.3;-40 to +200;image/thermistors/ntc/29050.png
NTCLG100E2;Enlarge;NTC Thermistors, Glass Encapsulated High Temperature Sensors;axial;220000;5;3797;3;-40 to +200;image/thermistors/ntc/29050.png
NTCLP100;Enlarge;NTC Thermistors, Pipe PVC Long Leads Sensors;;2200;3;3977;0.75;-40 to +85;image/thermistors/ntc/29060.png
NTCLP100;Enlarge;NTC Thermistors, Pipe PVC Long Leads Sensors;;4700;3;3977;0.75;-40 to +85;image/thermistors/ntc/29060.png
NTCLP100;Enlarge;NTC Thermistors, Pipe PVC Long Leads Sensors;;5000;3;3977;0.75;-40 to +85;image/thermistors/ntc/29060.png
NTCLP100;Enlarge;NTC Thermistors, Pipe PVC Long Leads Sensors;;10000;3;3977;0.75;-40 to +85;image/thermistors/ntc/29060.png
NTCLP100;Enlarge;NTC Thermistors, Pipe PVC Long Leads Sensors;;47000;3;4090;1.5;-40 to +85;image/thermistors/ntc/29060.png
NTCLP100;Enlarge;NTC Thermistors, Pipe PVC Long Leads Sensors;;100000;3;4190;1.5;-40 to +85;image/thermistors/ntc/29060.png
NTCLP450E3;Enlarge;NTC Thermistor Sensors - Pipe Type with Fast Time Response;;100000;3;4190;1.5;-40 to +105;image/thermistors/ntc/29110.png
NTCLS100;Enlarge;NTC Thermistors, Sleeved Long PVC Leads Sensors;;2200;3;3977;0.75;-40 to +85;image/thermistors/ntc/29188.png
NTCLS100;Enlarge;NTC Thermistors, Sleeved Long PVC Leads Sensors;;4700;3;3977;0.75;-40 to +85;image/thermistors/ntc/29188.png
NTCLS100;Enlarge;NTC Thermistors, Sleeved Long PVC Leads Sensors;;5000;3;3977;0.75;-40 to +85;image/thermistors/ntc/29188.png
NTCLS100;Enlarge;NTC Thermistors, Sleeved Long PVC Leads Sensors;;10000;3;3977;0.75;-40 to +85;image/thermistors/ntc/29188.png
NTCLS100;Enlarge;NTC Thermistors, Sleeved Long PVC Leads Sensors;;47000;3;4090;1.5;-40 to +85;image/thermistors/ntc/29188.png
NTCLS100;Enlarge;NTC Thermistors, Sleeved Long PVC Leads Sensors;;100000;3;4190;1.5;-40 to +85;image/thermistors/ntc/29188.png
NTCS....E3...SMT;Enlarge;SMD NTC Thermistors With Enhanced Stability;;100000;1;3590;1;-40 to +125;image/thermistors/ntc/29151.png
NTCS....E3...SMT;Enlarge;SMD NTC Thermistors With Enhanced Stability;;122000;1;3590;1;-40 to +125;image/thermistors/ntc/29151.png
NTCS....E3...SMT;Enlarge;SMD NTC Thermistors With Enhanced Stability;;210000;1;3590;1;-40 to +125;image/thermistors/ntc/29151.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;4700;3;3595;3;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;4700;5;3595;3;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;10000;1;3490;1;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;10000;2;3490;1;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;10000;3;3490;1;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;10000;5;3490;1;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;10000;3;3950;3;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;10000;5;3950;3;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;15000;3;3965;3;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;15000;5;3965;3;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;22000;3;3590;3;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;22000;5;3590;3;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;33000;3;3670;3;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;33000;5;3670;3;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;47000;1;4075;3;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;47000;2;4075;3;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;47000;3;4075;3;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;47000;5;4075;3;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;68000;3;3910;3;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;68000;5;3910;3;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;100000;1;3950;1;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;100000;2;3950;1;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;100000;3;3950;1;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;100000;5;3950;1;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;470000;3;3807;3;-55 to +150;image/thermistors/ntc/29003.png
NTCS0402E3.....T;Enlarge;SMD 0402, Glass Protected NTC Thermistors;;470000;5;3807;3;-55 to +150;image/thermistors/ntc/29003.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;1000;3;3170;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;1000;5;3170;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;1500;3;3280;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;1500;5;3280;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;2000;1;3420;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;2000;2;3420;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;2000;3;3420;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;2000;5;3420;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;2200;1;3520;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;2200;2;3520;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;2200;3;3520;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;2200;5;3520;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;2700;1;3600;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;2700;2;3600;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;2700;3;3600;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;2700;5;3600;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;4700;1;3830;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;4700;2;3830;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;4700;3;3830;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;4700;5;3830;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;5000;1;3480;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;5000;2;3480;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;5000;3;3480;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;5000;5;3480;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;10000;1;3435;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;10000;2;3435;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;10000;3;3435;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;10000;5;3435;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;10000;1;3610;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;10000;2;3610;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;10000;3;3610;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;10000;5;3610;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;10000;1;3960;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;10000;2;3960;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;10000;3;3960;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;10000;5;3960;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;15000;1;3600;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;15000;2;3600;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;15000;3;3600;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;15000;5;3600;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;22000;1;3730;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;22000;2;3730;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;22000;3;3730;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;22000;5;3730;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;33000;1;3860;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;33000;2;3860;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;33000;3;3860;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;33000;5;3860;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;47000;1;3960;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;47000;2;3960;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;47000;3;3960;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;47000;5;3960;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;68000;1;3985;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;68000;2;3985;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;68000;3;3985;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;68000;5;3985;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;100000;1;4100;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;100000;2;4100;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;100000;3;4100;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0603E3.....T;Enlarge;SMD 0603, Glass Protected NTC Thermistors;;100000;5;4100;1;-55 to +150;image/thermistors/ntc/29056.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;1000;3;3370;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;1000;5;3370;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;1500;3;3420;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;1500;5;3420;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;2200;1;3600;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;2200;2;3600;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;2200;3;3600;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;2200;5;3600;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;4700;1;3500;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;4700;2;3500;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;4700;3;3500;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;4700;5;3500;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;5000;1;3480;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;5000;2;3480;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;5000;3;3480;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;5000;5;3480;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;10000;1;3430;3;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;10000;2;3430;3;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;10000;3;3430;3;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;10000;5;3430;3;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;10000;1;3570;3;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;10000;2;3570;3;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;10000;3;3570;3;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;10000;5;3570;3;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;10000;1;3940;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;10000;2;3940;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;10000;3;3940;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;10000;5;3940;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;15000;1;3700;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;15000;2;3700;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;15000;3;3700;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;15000;5;3700;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;22000;1;3800;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;22000;2;3800;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;22000;3;3800;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;22000;5;3800;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;33000;1;3920;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;33000;2;3920;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;33000;3;3920;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;33000;5;3920;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;47000;1;3960;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;47000;2;3960;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;47000;3;3960;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;47000;5;3960;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;68000;1;4100;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;68000;2;4100;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;68000;3;4100;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;68000;5;4100;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;100000;1;3590;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;100000;2;3590;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;100000;3;3590;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;100000;5;3590;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;100000;1;4100;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;100000;2;4100;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;100000;3;4100;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;100000;5;4100;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;330000;1;3930;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;330000;2;3930;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;330000;3;3930;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;330000;5;3930;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;470000;1;4025;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;470000;2;4025;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;470000;3;4025;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;470000;5;4025;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;680000;1;4125;1;-55 to +150;image/thermistors/ntc/29044.png
NTCS0805E3.....T;Enlarge;SMD 0805, Glass Protected NTC Thermistors;;680000;2;4125;1;-55 to +150;image/thermistors/ntc/29044.png
