Part Number▲▼;Product Image;Voltage▲▼;Capacitance▲▼;Dielectric▲▼;Lead Spacing(mm/inch)▲▼;Lead Style▲▼;Packaging▲▼;Image path
RC016070BC10138BF1;Enlarge;3000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016070BC10238BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016070BC12138BG1;Enlarge;3000;120;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016070BC12238BJ1;Enlarge;3000;1200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016070BC16138BG1;Enlarge;3000;160;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016070BC16238BJ1;Enlarge;3000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016070BC20138BH1;Enlarge;3000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016070BC25138BH1;Enlarge;3000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016070BC30138BH1;Enlarge;3000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016070BC40138BH1;Enlarge;3000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016070BC50038BF1;Enlarge;3000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016070BC50138BH1;Enlarge;3000;500;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016070BC60038BF1;Enlarge;3000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016070BC60138BH1;Enlarge;3000;600;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016070BC80038BF1;Enlarge;3000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RC016070BC80138BJ1;Enlarge;3000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE012020BB10036BF1;Enlarge;2000;10;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012020BB10038BF1;Enlarge;2000;10;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012020BB10138BJ1;Enlarge;2000;100;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012020BB12038BF1;Enlarge;2000;12;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012020BB12136BJ1;Enlarge;2000;120;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012020BB16038BF1;Enlarge;2000;16;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012020BB16138BJ1;Enlarge;2000;160;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012020BB20036BF1;Enlarge;2000;20;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012020BB20136BJ1;Enlarge;2000;200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012020BB25038BF1;Enlarge;2000;25;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012020BB25138BJ1;Enlarge;2000;250;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012020BB30038BF1;Enlarge;2000;30;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012020BB30136BJ1;Enlarge;2000;300;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012020BB30138BJ1;Enlarge;2000;300;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012020BB40038BH1;Enlarge;2000;40;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012020BB40138BJ1;Enlarge;2000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012020BB50036BH1;Enlarge;2000;50;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012020BB60038BH1;Enlarge;2000;60;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012020BB80038BH1;Enlarge;2000;80;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012085BB10038BF1;Enlarge;2000;10;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012085BB10138BJ1;Enlarge;2000;100;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012085BB16038BH1;Enlarge;2000;16;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012085BB20038BH1;Enlarge;2000;20;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012085BB25038BH1;Enlarge;2000;25;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012085BB30038BH1;Enlarge;2000;30;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012085BB40038BJ1;Enlarge;2000;40;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012085BB50038BJ1;Enlarge;2000;50;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012085BB60038BJ1;Enlarge;2000;60;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012085BB80038BJ1;Enlarge;2000;80;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012085BB93038BF1;Enlarge;2000;93;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012085BB94038BF1;Enlarge;2000;94;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012085BB95038BF1;Enlarge;2000;95;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012085BB96013BF1;Enlarge;2000;6;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012085BB96038BF1;Enlarge;2000;96;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE012085BB98038BF1;Enlarge;2000;98;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22110.png
RE016040BC10138BH1;Enlarge;3000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016040BC10236BJ1;Enlarge;3000;100;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016040BC10238BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016040BC12138BH1;Enlarge;3000;120;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016040BC16138BH1;Enlarge;3000;160;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016040BC20138BH1;Enlarge;3000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016040BC25038BF1;Enlarge;3000;25;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016040BC25138BH1;Enlarge;3000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016040BC30038BF1;Enlarge;3000;30;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016040BC30138BH1;Enlarge;3000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016040BC40038BF1;Enlarge;3000;40;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016040BC40138BJ1;Enlarge;3000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016040BC50038BF1;Enlarge;3000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016040BC50138BJ1;Enlarge;3000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016040BC60038BF1;Enlarge;3000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016040BC60138BJ1;Enlarge;3000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016040BC80038BG1;Enlarge;3000;80;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016040BC80138BJ1;Enlarge;3000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016070BC10238BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016070BC12138BG1;Enlarge;3000;120;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016070BC12238BJ1;Enlarge;3000;1200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016070BC16138BG1;Enlarge;3000;160;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016070BC16238BJ1;Enlarge;3000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016070BC25138BH1;Enlarge;3000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016070BC50036BF1;Enlarge;3000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016070BC60038BF1;Enlarge;3000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016070BC60138BH1;Enlarge;3000;600;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016070BC80038BF1;Enlarge;3000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
RE016070BC80138BJ1;Enlarge;3000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22109.png
TA020030BF10138BH1;Enlarge;6000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020030BF30138BJ1;Enlarge;6000;300;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020030BF40138BJ1;Enlarge;6000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020030BP10038BF1;Enlarge;8000;10;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020030BP12138BJ1;Enlarge;8000;120;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020030BP16038BF1;Enlarge;8000;16;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020030BP16138BJ1;Enlarge;8000;160;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020030BP20038BF1;Enlarge;8000;20;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020030BP25038BG1;Enlarge;8000;25;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020030BP40038BG1;Enlarge;8000;40;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020030BP50038BH1;Enlarge;8000;50;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020030BP60038BH1;Enlarge;8000;60;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020030VY20138BJ1;Enlarge;7000;200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020030VY25138BJ1;Enlarge;7000;250;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020030VY80038BH1;Enlarge;7000;80;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020050BP10136BH1;Enlarge;8000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020050BP10138BH1;Enlarge;8000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020050BP16138BH1;Enlarge;8000;160;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020050BP20038BF1;Enlarge;8000;20;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020050BP25038BF1;Enlarge;8000;25;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020050BP25138BJ1;Enlarge;8000;250;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020050BP30138BJ1;Enlarge;8000;300;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020050BP40038BG1;Enlarge;8000;40;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020050BP40138BJ1;Enlarge;8000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020050BP50038BG1;Enlarge;8000;50;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020050BP50138BJ1;Enlarge;8000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020050BP60038BG1;Enlarge;8000;60;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020050BP80038BG1;Enlarge;8000;80;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020050VY20138BH1;Enlarge;7000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020050VY60138BJ1;Enlarge;7000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020080BP10138BG1;Enlarge;8000;100;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020080BP10238BJ1;Enlarge;8000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020080BP12138BG1;Enlarge;8000;120;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020080BP16138BG1;Enlarge;8000;160;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020080BP20138BH1;Enlarge;8000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020080BP25138BH1;Enlarge;8000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020080BP30138BH1;Enlarge;8000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020080BP40038BF1;Enlarge;8000;40;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020080BP40138BJ1;Enlarge;8000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020080BP50138BJ1;Enlarge;8000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020080BP60038BF1;Enlarge;8000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020080BP60138BJ1;Enlarge;8000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020080BP80038BG1;Enlarge;8000;80;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA020080VY12238BJ1;Enlarge;7000;1200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA030090BH10138BG1;Enlarge;10000;100;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA030090BH10238BJ1;Enlarge;10000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA030090BH12138BG1;Enlarge;10000;120;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TA030090BH16138BG1;Enlarge;10000;160;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA030090BH20138BH1;Enlarge;10000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TA030090BH25138BH1;Enlarge;10000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA030090BH30138BH1;Enlarge;10000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TA030090BH40138BH1;Enlarge;10000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TA030090BH50038BF1;Enlarge;10000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA030090BH50138BJ1;Enlarge;10000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA030090BH60038BF1;Enlarge;10000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TA030090BH60138BJ1;Enlarge;10000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TA030090BH80038BF1;Enlarge;10000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TA030090BH80138BJ1;Enlarge;10000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TA030090WC12238BJ1;Enlarge;9000;1200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TA030090WC16238BJ1;Enlarge;9000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TA045090BH10138BF1;Enlarge;10000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045090BH10236BJ1;Enlarge;10000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045090BH10238BJ1;Enlarge;10000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045090BH16138BF1;Enlarge;10000;160;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045090BH16238BJ1;Enlarge;10000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045090BH20138BG1;Enlarge;10000;200;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045090BH25138BG1;Enlarge;10000;250;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045090BH30138BG1;Enlarge;10000;300;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045090BH40138BH1;Enlarge;10000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045090BH50138BH1;Enlarge;10000;500;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045090BH60038BF1;Enlarge;10000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045090BH60138BH1;Enlarge;10000;600;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045090BH80038BF1;Enlarge;10000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045090BH80138BJ1;Enlarge;10000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045090WC20236BJ1;Enlarge;9000;2000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045090WC25236BJ1;Enlarge;9000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045090WC25238BJ1;Enlarge;9000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045120BH16238BJ1;Enlarge;10000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045120WE16138BF1;Enlarge;11000;160;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045120WE50138BH1;Enlarge;11000;500;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045120WF10138BF1;Enlarge;12000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045120WF80038BF1;Enlarge;12000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045120WH10238BJ1;Enlarge;13000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045120WH25138BH1;Enlarge;13000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045120WH30138BH1;Enlarge;13000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045120WH40138BH1;Enlarge;13000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045120WH50038BF1;Enlarge;13000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045120WH60038BF1;Enlarge;13000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045120WH60138BJ1;Enlarge;13000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045120WH80138BJ1;Enlarge;13000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045150WE50238BK1;Enlarge;11000;5000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045150WF20238BJ1;Enlarge;12000;2000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045150WH10238BJ1;Enlarge;13000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045150WH16238BJ1;Enlarge;13000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045150WH40138BH1;Enlarge;13000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045150WH50138BH1;Enlarge;13000;500;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045150WH60138BH1;Enlarge;13000;600;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045150WJ10138BF1;Enlarge;14000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045150WJ20138BG1;Enlarge;14000;200;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045150WJ30138BH1;Enlarge;14000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045150WJ30238BK1;Enlarge;14000;3000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045150WJ40238BK1;Enlarge;14000;4000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045150WJ60038BF1;Enlarge;14000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045150WJ80038BF1;Enlarge;14000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TA045150WJ80138BJ1;Enlarge;14000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TAZ30090BH10238BJ1;Enlarge;10000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TAZ30090BH12238BJ1;Enlarge;10000;1200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020030BF10138BH1;Enlarge;6000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020030BF30138BJ1;Enlarge;6000;300;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020030BF40138BJ1;Enlarge;6000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020030BP10038BF1;Enlarge;8000;10;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020030BP12138BJ1;Enlarge;8000;120;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020030BP16038BF1;Enlarge;8000;16;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020030BP16138BJ1;Enlarge;8000;160;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020030BP20038BF1;Enlarge;8000;20;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020030BP25038BG1;Enlarge;8000;25;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020030BP40038BG1;Enlarge;8000;40;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020030BP50038BH1;Enlarge;8000;50;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020030BP60038BH1;Enlarge;8000;60;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020030VY20138BJ1;Enlarge;7000;200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020030VY25138BJ1;Enlarge;7000;250;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020030VY80038BH1;Enlarge;7000;80;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020050BP10138BH1;Enlarge;8000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020050BP16138BH1;Enlarge;8000;160;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020050BP20038BF1;Enlarge;8000;20;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020050BP25038BF1;Enlarge;8000;25;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020050BP25138BJ1;Enlarge;8000;250;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020050BP30138BJ1;Enlarge;8000;300;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020050BP40038BG1;Enlarge;8000;40;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020050BP40138BJ1;Enlarge;8000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020050BP50038BG1;Enlarge;8000;50;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020050BP50138BJ1;Enlarge;8000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020050BP60038BG1;Enlarge;8000;60;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020050BP80038BG1;Enlarge;8000;80;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020050VY20138BH1;Enlarge;7000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020050VY60138BJ1;Enlarge;7000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020080BP10138BG1;Enlarge;8000;100;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TB020080BP10238BJ1;Enlarge;8000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
